ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\expansion02\doodads\dragonblight\dragonblight_cliff_grey_05.obj;14841.0390625;125.79651641845703;12816.87890625;-0.7030767798423767;49.5;20.700908660888672;;1.33984375;23092832;m2;243327;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14379.880859375;355.1542053222656;12256.2138671875;4.535648822784424;56;3.713740825653076;;1.119140625;23086809;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14797.8583984375;353.35296630859375;12416.1875;3.126917839050293;316.5;17.38102149963379;;1;23087023;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14517.3251953125;354.0426330566406;12894.986328125;3.1269173622131348;322.5;17.381019592285156;;1;23093101;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14370.0908203125;353.0338439941406;12833.787109375;3.126917600631714;146;17.381017684936523;;1;23086701;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14373.861328125;375.12420654296875;12460.369140625;3.1269173622131348;328.5000305175781;17.381017684936523;;1;23090561;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14319.5810546875;352.7495422363281;12348.208984375;3.126918077468872;239.00001525878906;17.38101577758789;;1;23090558;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14499.880859375;353.4592590332031;12702.6640625;3.126917600631714;36.000030517578125;17.381017684936523;;1;23087028;m2;196105;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_06.obj;14934.7421875;162.27499389648438;12833.3623046875;0;126.49996948242188;0;;1.9599609375;23091643;m2;243351;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14481.9912109375;354.3397521972656;12309.775390625;10.767882347106934;207.49996948242188;9.59440803527832;;1;23096012;m2;196105;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_cliff_grey_05.obj;14846.0703125;122.84404754638672;12910.4375;-4.781791687011719;92.50003051757812;13.83418083190918;;1.138671875;23092834;m2;243327;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14378.3896484375;361.06243896484375;12250.16796875;7.944976806640625;39.5;-2.150768995285034;;1;23089624;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14451.2275390625;396.956787109375;12473.62109375;15.436800003051758;140;-6.241343021392822;;0.859375;23087901;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14965.7177734375;403.09173583984375;12276.18359375;-11.906463623046875;82;-1.8940255641937256;;1.08984375;23095664;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14913.8466796875;355.6792907714844;12700.220703125;15.436802864074707;326;-6.241344451904297;;0.83984375;23087905;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14545.0009765625;353.2535705566406;12576.619140625;3.126918077468872;221.49998474121094;17.381013870239258;;0.8984375;23087026;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14322.7734375;353.60260009765625;12352.7451171875;15.43680191040039;118.5;-6.241343021392822;;0.859375;23090569;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14378.4248046875;375.7072448730469;12457.21484375;15.43680191040039;208.00001525878906;-6.241344451904297;;0.859375;23090575;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14903.1611328125;355.1378479003906;12625.2275390625;3.1269171237945557;314.4999694824219;17.381019592285156;;0.869140625;23087027;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14919.3740234375;353.6510009765625;12702.759765625;3.1269168853759766;86.5;17.381017684936523;;1;23087029;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14446.5947265625;396.3363952636719;12470.5712890625;3.1269168853759766;260.50006103515625;17.381017684936523;;1;23087025;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14365.3955078125;354.0270080566406;12836.7373046875;15.43680191040039;25.5;-6.241344928741455;;0.859375;23087847;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14475.5498046875;344.8559875488281;12301.8857421875;-12.27413272857666;219;3.057131052017212;;0.859375;23096069;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14522.1923828125;354.6378479003906;12892.328125;15.436802864074707;201.99998474121094;-6.241345405578613;;0.859375;23095284;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14802.9765625;353.9886779785156;12414.0498046875;15.43680191040039;195.99998474121094;-6.241344451904297;;0.859375;23087900;m2;196104;0;
..\..\world\expansion02\doodads\generic\waterfalls\waterfalls_set2_med_withchop.obj;14928.7373046875;280.1485290527344;12235.58984375;-15.510540008544922;271;-0.3838833272457123;;2.9697265625;23096144;m2;243755;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14498.71484375;355.0145568847656;12697.240234375;15.43680191040039;275.5;-6.241343975067139;;0.859375;23087904;m2;196104;0;
