ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\expansion02\doodads\dragonblight\waterfalls\dragonblight_combin_waterfall_04.obj;14846.1123046875;91.09638977050781;12922.62109375;0;0.5;0;;1;23093450;m2;243360;0;
..\..\world\expansion02\doodads\dragonblight\waterfalls\dragonblight_combin_waterfall_05.obj;15015.1416015625;97.20243072509766;13056.880859375;0;0.5;0;;1;23094704;m2;243361;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_04.obj;15378.4716796875;91.53350067138672;13240.7333984375;-9.184571266174316;186.88233947753906;24.977636337280273;;3.6591796875;23095526;m2;196106;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_05.obj;14994.82421875;141.3855743408203;12858.2998046875;0;359;0;;3.0185546875;23093056;m2;243350;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_05.obj;14999.462890625;84.94007873535156;12857.734375;0;249.50003051757812;0;;2.9599609375;23094391;m2;243350;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;15382.6865234375;116.27200317382812;13234.318359375;20.458782196044922;320.06884765625;18.782934188842773;;1.029296875;23094273;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;15385.5078125;118.53933715820312;13237.8251953125;-19.888456344604492;296.42694091796875;20.557157516479492;;1.109375;23094554;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;15418.474609375;113.18374633789062;13091.8505859375;15.436802864074707;282.4999694824219;-6.241344451904297;;1.1591796875;23094260;m2;196104;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_05.obj;15028.521484375;109.13593292236328;13023.869140625;0;343.5;0;;2.6298828125;23095761;m2;243350;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_cliff_grey_05.obj;14841.0390625;125.79651641845703;12816.87890625;-0.7030767798423767;49.5;20.700908660888672;;1.33984375;23092832;m2;243327;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_05.obj;15034.43359375;111.45575714111328;13007.44921875;0;294.5000305175781;0;;2.5390625;23092990;m2;243350;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_01.obj;15059.7216796875;202.32986450195312;13028.49609375;-10.029569625854492;106.50003051757812;-4.581141948699951;;7.439453125;23095504;m2;243346;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;15323.9873046875;144.565185546875;13121.435546875;3.1269185543060303;319.99993896484375;17.38102149963379;;1;23094550;m2;196105;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_06.obj;14934.7421875;162.27499389648438;12833.3623046875;0;126.49996948242188;0;;1.9599609375;23091643;m2;243351;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_05.obj;15049.373046875;126.40058135986328;12984.251953125;0;342.5000305175781;0;;2.25;23095760;m2;243350;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;15386.802734375;121.34197235107422;13234.732421875;-8.10798168182373;53.316986083984375;20.279325485229492;;0.9296875;23094553;m2;196105;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_05.obj;14944.2529296875;115.82967376708984;12840.203125;0;330.5;0;;2.2392578125;23092874;m2;243350;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;15291.7216796875;151.1894073486328;13024.9091796875;3.1269187927246094;112;17.381017684936523;;1;23094548;m2;196105;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_06.obj;15046.9892578125;82.82706451416016;13000.9052734375;0;55.999969482421875;0;;1.8193359375;23091644;m2;243351;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14913.8466796875;355.6792907714844;12700.220703125;15.436802864074707;326;-6.241344451904297;;0.83984375;23087905;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14919.3740234375;353.6510009765625;12702.759765625;3.1269168853759766;86.5;17.381017684936523;;1;23087029;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;15419.1767578125;105.0399169921875;13091.28515625;3.1269168853759766;87.5;17.381019592285156;;1;23094549;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;15328.966796875;144.38075256347656;13118.9921875;15.43680191040039;199.5;-6.2413434982299805;;0.859375;23094261;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;15286.1767578125;152.5417022705078;13024.7294921875;15.43680191040039;351.4999694824219;-6.241343975067139;;0.859375;23094259;m2;196104;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_06.obj;15011.759765625;134.7157745361328;13090.71484375;0;142.5;0;;1.5986328125;23091674;m2;243351;0;
..\..\world\expansion02\doodads\generic\waterfalls\waterfalls_set1_high_ripples.obj;15055.9208984375;122.18202209472656;12947.5556640625;0;283.50006103515625;0;;1;23092924;m2;195676;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_cliff_grey_04.obj;14904.24609375;98.3837661743164;12912.361328125;0;257;0;;0.8193359375;23093448;m2;243326;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_01.obj;14955.7705078125;-23.19071388244629;13194.1728515625;0.17750224471092224;336;2.7271645069122314;;5.6298828125;23094424;m2;243346;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_icecliff_06.obj;15015.8447265625;302.5889587402344;12834.0498046875;0.6661205291748047;247.00001525878906;-4.450392723083496;;1;23094407;m2;194610;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_05.obj;15002.5078125;127.32376861572266;13079.693359375;0;27;0;;1.6796875;23092991;m2;243350;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_05.obj;15009.9833984375;238.19943237304688;13086.876953125;0;20.499969482421875;0;;1.6796875;23093041;m2;243350;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_01.obj;15037.82421875;245.77584838867188;12897.365234375;0;8;0;;5.5185546875;23095377;m2;243346;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_shard_grey_01.obj;15047.208984375;189.4097442626953;12997.4130859375;0;288;0;;5.5185546875;23095380;m2;243346;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_04.obj;15384.529296875;117.64447784423828;13231.548828125;-14.20270824432373;227.8380584716797;43.761714935302734;;1.5693359375;23094663;m2;196106;0;
..\..\world\expansion02\doodads\dragonblight\dragonblight_cliff_grey_01.obj;14963.5830078125;84.00450897216797;12945.2666015625;0;222;0;;1.0390625;23093046;m2;243323;0;
..\..\world\expansion02\doodads\generic\waterfalls\waterfalls_set1_high_ripples.obj;15052.7236328125;122.42182159423828;12914.671875;0;311.9999694824219;0;;0.7685546875;23092923;m2;195676;0;
