ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree03.obj;12743.373046875;-88.49452209472656;11889.146484375;1.7095340490341187;331.6130065917969;-1.7095342874526978;;0.7724609375;23097612;m2;196342;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree03.obj;12847.15625;-90.09278106689453;11810.5185546875;0;342.47052001953125;0;;0.83984375;23086397;m2;196342;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree_scourge_01.obj;12706.7060546875;-136.3134307861328;11510.787109375;0;307.5000305175781;3.4090988636016846;;1.498046875;23096613;m2;196343;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree_scourge_01.obj;13381.693359375;-9.254685401916504;11224.83984375;2.148076057434082;329.5835876464844;5.9447808265686035;;1.3466796875;23094681;m2;196343;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree_scourge_01.obj;13230.1005859375;-61.23478317260742;11644.4794921875;0;142.31829833984375;3.4090993404388428;;1.26171875;23096478;m2;196343;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree_scourge_01.obj;13096.185546875;-70.8093032836914;11222.265625;0;188;0;;1.5693359375;23095042;m2;196343;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree_scourge_01.obj;13404.125;-26.443538665771484;11330.091796875;-2.1332364082336426;77.35275268554688;4.130166530609131;;1.357421875;23094522;m2;196343;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarpalm_tree01.obj;13045.0009765625;-71.4107437133789;11779.41796875;0;46.18914794921875;0;;2.0673828125;23087000;m2;196359;0;
..\..\world\expansion02\doodads\generic\waterfalls\waterfalls_set1_med_ripples.obj;12827.8291015625;-113.23224639892578;11285.328125;0;234.31912231445312;0;;1.3955078125;23097979;m2;195682;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree_scourge_01.obj;12819.494140625;-101.6132583618164;11368.94140625;3.409099817276001;287;6.794249057769775;;1;23089248;m2;196343;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree_scourge_01.obj;13323.33203125;-46.955848693847656;11541.40234375;15.73118782043457;352.95831298828125;5.26003885269165;;0.9267578125;23096477;m2;196343;0;
..\..\world\expansion02\doodads\generic\waterfalls\waterfalls_set2_rapids_long.obj;12985.19921875;-89.92606353759766;11736.5654296875;4.466148853302002;286.0000305175781;1.3945224285125732;;1.0693359375;23088528;m2;243757;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarpalm_tree03.obj;13076.970703125;-68.39008331298828;11777.267578125;-2.084134340286255;98.63052368164062;-10.9044189453125;;1.171875;23095799;m2;196362;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarpalm_tree03.obj;13000.0166015625;-78.0465316772461;11771.259765625;7.546656608581543;171.7900390625;-32.18802261352539;;1;23095798;m2;196362;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarpalm_tree03.obj;13005.9990234375;-81.0108413696289;11767.4248046875;6.608264923095703;121.90264892578125;-16.831151962280273;;1.01171875;23086082;m2;196362;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarpalm_tree01.obj;12735.53515625;-85.1396255493164;11227.4765625;20.11322593688965;140.3037109375;-4.266988277435303;;1.2099609375;23088983;m2;196359;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarpalm_tree01.obj;13129.1328125;-71.05924987792969;11718.078125;7.296387195587158;353.0928649902344;-3.4694888591766357;;1.3759765625;23099086;m2;196359;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarpalm_tree03.obj;12820.369140625;-91.4488296508789;11793.486328125;-0.8564575910568237;145.48199462890625;-13.82180404663086;;1;23086081;m2;196362;0;
..\..\world\expansion02\doodads\scholazar\sholazar_geode_crys_3.obj;12991.2314453125;16.083072662353516;11513.2998046875;-17.705541610717773;5.57281494140625;-5.455589771270752;;1.931640625;23091226;m2;243861;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree_scourge_01.obj;12857.341796875;-94.15605926513672;11678.4306640625;3.4090988636016846;192.22264099121094;-3.4090991020202637;;0.748046875;23096479;m2;196343;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarpalm_tree01.obj;12996.751953125;-74.09138488769531;11792.6669921875;5.222108840942383;249.70120239257812;2.912402391433716;;1.3046875;23096374;m2;196359;0;
..\..\world\expansion02\doodads\generic\waterfalls\waterfalls_set2_rapids_short.obj;13154.6591796875;-75.82533264160156;11722.4560546875;5.584848880767822;276.5;0.9101435542106628;;1.138671875;23098733;m2;243758;0;
