ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;13868.00390625;370.08294677734375;11739.640625;-11.625143051147461;173.5;15.473472595214844;;0.859375;23086764;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;13867.3349609375;385.2665100097656;11667.0654296875;0;258;0;;0.869140625;23093137;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;13863.6708984375;371.8963928222656;11742.01171875;0.39562755823135376;17.500030517578125;11.53662109375;;0.7685546875;23094585;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;13861.77734375;387.0414123535156;11671.42578125;8.884571075439453;341.5;-6.78708553314209;;0.2998046875;23096687;m2;196104;0;
..\..\world\generic\goblin\passivedoodads\goblintents\goblintent03.obj;14134.560546875;409.489990234375;11644.3154296875;0;271;0;;3.9697265625;23093134;m2;197793;0;
..\..\world\generic\goblin\passivedoodads\goblintntwagon\goblinwagontnt_01.obj;14095.193359375;408.9789733886719;11646.9140625;-1.955676794052124;280.4999694824219;0.41877490282058716;;1.3798828125;23093136;m2;197799;0;
..\..\world\generic\goblin\passivedoodads\goblintents\goblintent05.obj;14330.0205078125;408.6430969238281;11696.873046875;0;353.9999694824219;0;;1.80859375;23096720;m2;197795;0;
..\..\world\generic\goblin\passivedoodads\goblintents\goblintent05.obj;14110.0166015625;408.74664306640625;11697.9375;0;5.5;0;;1.80859375;23093135;m2;197795;0;
..\..\world\generic\goblin\passivedoodads\goblinrocketcarts\goblinrocketcart02.obj;14377.1982421875;409.1661376953125;11702.0244140625;0;23;0;;2.478515625;23092805;m2;197780;0;
..\..\world\generic\goblin\passivedoodads\goblinrocketcarts\goblinrocketcart_rc.obj;14060.41796875;409.00341796875;11697.193359375;0;51;0;;2.388671875;23093138;m2;197784;0;
..\..\world\generic\goblin\passivedoodads\goblintents\goblintent07.obj;14364.2568359375;411.0166931152344;11649.9765625;0;168.5;0;;2.4892578125;23099358;m2;197797;0;
..\..\world\generic\goblin\passivedoodads\goblintents\goblintent02.obj;14051.2421875;408.9837951660156;11684.109375;0;273.5000305175781;0;;2.7890625;23092806;m2;197792;0;
