ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;13580.9853515625;353.2582702636719;12781.369140625;3.1269164085388184;229.99998474121094;17.381017684936523;;1;23091994;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;13851.4599609375;352.34381103515625;12776.693359375;4.866932392120361;237.1348114013672;-18.7750244140625;;0.859375;23083128;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;13675.990234375;353.9942932128906;12786.791015625;15.43680191040039;160.5;-6.2413434982299805;;0.859375;23083127;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;13477.90234375;352.4455261230469;12756.015625;3.12691593170166;281.9999694824219;17.381017684936523;;1;23091993;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;13670.5830078125;353.3019104003906;12785.5556640625;3.1269171237945557;281;17.381017684936523;;1;23091995;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;13483.330078125;353.033203125;12757.15625;15.43680191040039;161.5;-6.2413434982299805;;0.859375;23083125;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;13583.4296875;353.8149719238281;12786.34765625;15.436802864074707;109.50006103515625;-6.241343975067139;;0.859375;23083126;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;13847.982421875;352.725341796875;12779.798828125;-0.026700064539909363;320.5614013671875;5.481260299682617;;0.7890625;23091996;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;13579.1259765625;351.5314636230469;12787.8515625;-3.1938958168029785;59.5;7.652195930480957;;1.138671875;23091583;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;13481.8662109375;350.1024475097656;12761.4716796875;-3.1938958168029785;111.5;7.652195930480957;;1.138671875;23083056;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;13674.4501953125;352.0215759277344;12791.0810546875;-3.1938953399658203;110.5;7.652195930480957;;1.138671875;23083117;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;13854.2529296875;350.7613525390625;12781.111328125;-3.1938960552215576;172.5;7.652195930480957;;1.138671875;23083118;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;13665.1875;349.11041259765625;12789.15625;-12.681446075439453;225.00001525878906;-16.650955200195312;;0.859375;23083107;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;13472.5703125;347.464599609375;12759.70703125;-12.681446075439453;226;-16.650957107543945;;0.859375;23083057;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;13583.9501953125;353.0496520996094;12772.861328125;-14.488844871520996;298.9999694824219;-1.736405849456787;;0.859375;23083106;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;13838.505859375;352.3158264160156;12781.2919921875;-14.488844871520996;47.5;-1.736405849456787;;0.859375;23083120;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_04.obj;13666.244140625;351.7716369628906;12774.72265625;-4.174169540405273;127;-5.964605331420898;;1;23092743;m2;196106;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;13665.8369140625;353.0496520996094;12777.8984375;-14.488842964172363;350;-1.7364060878753662;;0.859375;23083109;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;13847.650390625;348.1441955566406;12787.888671875;-12.681448936462402;282.4999694824219;-16.650959014892578;;0.859375;23083119;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_04.obj;13836.513671875;351.1962585449219;12779.23046875;-5.895792484283447;154.1483154296875;-13.710648536682129;;1;23092746;m2;196106;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;13574.7939453125;349.0780334472656;12779.4404296875;-12.681447982788086;174;-16.650957107543945;;0.859375;23092084;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_04.obj;13586.6748046875;351.7716369628906;12771.1796875;-4.174169063568115;76;-5.964606285095215;;1;23099971;m2;196106;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_04.obj;13585.439453125;353.8839111328125;12786.234375;0;129.5;0;;0.728515625;23099970;m2;196106;0;
..\..\world\lordaeron\plagueland\passivedoodads\banners\plaugelandsbanner01.obj;13479.6416015625;100.1681900024414;13096.3515625;0;333.5;0;;4.8486328125;23091683;m2;203720;0;
..\..\world\lordaeron\plagueland\passivedoodads\banners\plaugelandsbanner01.obj;13523.1904296875;100.46098327636719;13117.580078125;0;332;0;;4.6591796875;23091684;m2;203720;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_04.obj;13677.166015625;354.0082092285156;12785.1572265625;0;180.49998474121094;0;;0.728515625;23092744;m2;196106;0;
..\..\world\expansion02\doodads\generic\scourge\sc_brazier1.obj;13381.880859375;77.59061431884766;13305.1943359375;0;4.999969482421875;0;;1.259765625;23091682;m2;195109;0;
..\..\world\expansion02\doodads\generic\scourge\sc_cauldron.obj;13550.216796875;64.3681411743164;13318.3125;0;330.5;0;;1.4599609375;23100096;m2;195118;0;
..\..\world\expansion02\doodads\generic\scourge\sc_cauldron.obj;13462.40625;101.02652740478516;13042.3251953125;0;332.5;0;;1.4599609375;23100095;m2;195118;0;
..\..\world\expansion02\doodads\generic\scourge\sc_wagon.obj;13432.484375;46.73237228393555;13259.197265625;0;119;0;;1;23100006;m2;195154;0;
..\..\world\lordaeron\plagueland\passivedoodads\bonewalls\bonewall_01.obj;13568.1201171875;99.29397583007812;13051.3857421875;0;317.75885009765625;0;;0.7421875;23099992;m2;203726;0;
..\..\world\expansion02\doodads\generic\scourge\sc_cauldron.obj;13426.927734375;88.52130889892578;12941.13671875;0;105.5;0;;1.4599609375;23100094;m2;195118;0;
..\..\world\lordaeron\plagueland\passivedoodads\bonewalls\bonewall_01.obj;13492.0810546875;101.14219665527344;13033.8408203125;6.679427146911621;352.93280029296875;3.1937811374664307;;0.8310546875;23099991;m2;203726;0;
