ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\expansion02\doodads\lakewintergrasp\waterfalls\wintergraspwaterfall-01.obj;12716.337890625;-51.95903396606445;12292.912109375;0;0.5;0;;1;23084207;m2;196112;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree03.obj;12743.373046875;-88.49452209472656;11889.146484375;1.7095340490341187;331.6130065917969;-1.7095342874526978;;0.7724609375;23097612;m2;196342;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree03.obj;12847.15625;-90.09278106689453;11810.5185546875;0;342.47052001953125;0;;0.83984375;23086397;m2;196342;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_scourge_04.obj;13235.125;328.81927490234375;12318.5556640625;-5.739031791687012;126.24738311767578;3.4328763484954834;;4.0693359375;23086593;m2;196110;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_scourge_04.obj;13099.322265625;339.6389465332031;12326.53515625;5.7872748374938965;126.49996948242188;5.259809494018555;;3.7890625;23083238;m2;196110;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree03.obj;13000.189453125;-23.480236053466797;12098.0625;1.7060391902923584;39.37213134765625;5.1095805168151855;;0.591796875;23086471;m2;196342;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree03.obj;12777.0791015625;-47.79697799682617;12237.8046875;1.7060390710830688;208.05128479003906;-1.7060390710830688;;0.5537109375;23097615;m2;196342;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree03.obj;12987.3623046875;-41.80645751953125;12039.396484375;1.7060390710830688;127.95374298095703;1.7060390710830688;;0.5341796875;23090816;m2;196342;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_scourge_04.obj;13266.6298828125;335.8023681640625;12161.017578125;-7.404447555541992;29.06048583984375;-8.550077438354492;;2.7392578125;23088534;m2;196110;0;
..\..\world\expansion02\doodads\howlingfjord\fog\hfjord_fog_01.obj;13305.5615234375;332.0868225097656;12354.578125;0;46.5;0;;1.119140625;23094081;m2;195956;0;
