ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14379.880859375;355.1542053222656;12256.2138671875;4.535648822784424;56;3.713740825653076;;1.119140625;23086809;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;13929.11328125;357.05694580078125;12177.6748046875;-11.625142097473145;52.5;15.473472595214844;;1;23086766;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;13973.2880859375;352.9867248535156;12319.69140625;-11.625142097473145;28;15.473472595214844;;1;23090557;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14319.5810546875;352.7495422363281;12348.208984375;3.126918077468872;239.00001525878906;17.38101577758789;;1;23090558;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14378.3896484375;361.06243896484375;12250.16796875;7.944976806640625;39.5;-2.150768995285034;;1;23089624;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14322.7734375;353.60260009765625;12352.7451171875;15.43680191040039;118.5;-6.241343021392822;;0.859375;23090569;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14507.341796875;352.6936340332031;12188.916015625;4.535647869110107;272.5;3.713740348815918;;1.119140625;23096026;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14475.5498046875;344.8559875488281;12301.8857421875;-12.27413272857666;219;3.057131052017212;;0.859375;23096069;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;13868.00390625;370.08294677734375;11739.640625;-11.625143051147461;173.5;15.473472595214844;;0.859375;23086764;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;13933.44140625;355.94952392578125;12172.0546875;-11.625142097473145;309.5;15.473475456237793;;0.7099609375;23089623;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;14392.669921875;371.21575927734375;11978.828125;4.1332597732543945;136.58526611328125;5.874593734741211;;0.5498046875;23086765;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;14378.7861328125;367.09814453125;12252.267578125;21.06244468688965;189.5;12.593612670898438;;1;23086758;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;14376.3955078125;365.0669860839844;12255.15234375;-14.516459465026855;244.5;-37.4769401550293;;0.859375;23086759;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;14391.734375;372.8817443847656;11986.2841796875;10.986064910888672;355.0147705078125;5.923925399780273;;0.8291015625;23086755;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;13925.2431640625;354.7915954589844;12177.2900390625;1.8554091453552246;350;32.250877380371094;;0.7685546875;23086756;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;13863.6708984375;371.8963928222656;11742.01171875;0.39562755823135376;17.500030517578125;11.53662109375;;0.7685546875;23094585;m2;196107;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_02.obj;14369.294921875;380.18011474609375;12250.205078125;31.91632652282715;261.5;-4.197316646575928;;0.2998046875;23086810;m2;196104;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_05.obj;13934.330078125;357.062255859375;12171.04296875;-2.2386608123779297;193.5;17.471088409423828;;0.7685546875;23086757;m2;196107;0;
