ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\expansion02\doodads\generic\scourge\sc_fence.obj;15025.052734375;503.7555236816406;11382.8056640625;0;181.99998474121094;0;;2.55859375;23096807;m2;243584;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence.obj;14940.77734375;503.7258605957031;11304.564453125;0;79;0;;2.55859375;23096802;m2;243584;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence.obj;15000.0517578125;503.9216613769531;11237.75;0;1.5;0;;2.4892578125;23096798;m2;243584;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence.obj;15085.615234375;503.3389892578125;11316.7841796875;0;259.0000305175781;0;;2.4892578125;23096803;m2;243584;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence.obj;15043.4248046875;503.7560729980469;11376.30078125;0;199.5;0;;2.55859375;23096808;m2;243584;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence.obj;14982.1298828125;503.92291259765625;11243.919921875;0;19.000030517578125;0;;2.4892578125;23096797;m2;243584;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence.obj;14944.4990234375;503.7242736816406;11285.43359375;0;61.499969482421875;0;;2.55859375;23096801;m2;243584;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence.obj;15068.99609375;503.76312255859375;11262.5556640625;0;301.49993896484375;0;;2.55859375;23096800;m2;243584;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence.obj;15081.998046875;503.7789611816406;11335.390625;0;241.5;0;;2.4892578125;23096805;m2;243584;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence.obj;14956.6748046875;503.7786560058594;11358.154296875;0;121;0;;2.4892578125;23096804;m2;243584;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_03.obj;15117.96484375;515.8372192382812;11443.5419921875;11.8040189743042;208.91026306152344;-5.13387393951416;;1.3046875;23096691;m2;196073;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_02.obj;14975.85546875;512.3347778320312;11468.0107421875;-3.4090991020202637;253.7292022705078;3.409099578857422;;1.13671875;23096822;m2;196072;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence.obj;15054.2890625;503.76416015625;11249.767578125;0;318.9999694824219;0;;2.55859375;23096799;m2;243584;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence.obj;14970.869140625;503.7804870605469;11370.71484375;0;138.5;0;;2.4892578125;23096806;m2;243584;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_01.obj;15173.02734375;519.9592895507812;11406.77734375;-6.794248580932617;72.5618896484375;-3.4090986251831055;;1.525390625;23096763;m2;196071;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_02.obj;15133.3173828125;517.5562744140625;11433.603515625;11.75039005279541;193.37887573242188;-8.497939109802246;;0.9541015625;23096821;m2;196072;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_02.obj;15170.1416015625;518.7846069335938;11396.91796875;6.794248580932617;191.34927368164062;-10.132414817810059;;0.962890625;23096820;m2;196072;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_01.obj;15134.1611328125;510.7960510253906;11206.8359375;-21.61614990234375;148.2830810546875;-4.020559310913086;;1.1572265625;23096762;m2;196071;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_03.obj;15157.10546875;510.2903137207031;11362.9921875;0;207.16455078125;-1.733999490737915;;0.87109375;23096690;m2;196073;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_03.obj;15162.763671875;510.39935302734375;11270.705078125;0;23.63232421875;0;;0.822265625;23096689;m2;196073;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence_base.obj;15005.3203125;503.79547119140625;11383.4775390625;0;183.00003051757812;0;;2.55859375;23096751;m2;243585;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence_base.obj;15079.2978515625;503.2273254394531;11279.3984375;0;302.5;0;;2.55859375;23096796;m2;243585;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence_base.obj;14953.935546875;503.8085021972656;11268.091796875;0;62.500030517578125;0;;2.55859375;23096818;m2;243585;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence_base.obj;14946.7958984375;503.8193359375;11341.68359375;0;122.00003051757812;0;;2.4892578125;23096749;m2;243585;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence_base.obj;15072.818359375;503.8194580078125;11352.259765625;0;242.49998474121094;0;;2.4892578125;23096750;m2;243585;0;
..\..\world\expansion02\doodads\generic\scourge\sc_fence_base.obj;15019.2490234375;503.93450927734375;11237.263671875;0;2.5;0;;2.4892578125;23096809;m2;243585;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_02.obj;15126.96484375;510.4181823730469;11208.509765625;-3.4090993404388428;90.58316040039062;3.4090991020202637;;0.6142578125;23096819;m2;196072;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_04.obj;15153.8466796875;510.7620544433594;11366.6875;8.49793815612793;222.42495727539062;0;;1.515625;23096826;m2;196074;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_04.obj;15179.2998046875;513.4559326171875;11326.1015625;8.443163871765137;141.62176513671875;-8.443161964416504;;1.2861328125;23096825;m2;196074;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_04.obj;15113.1708984375;516.2429809570312;11446.099609375;-11.804019927978516;89.6402587890625;-6.79425048828125;;1.515625;23096769;m2;196074;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_04.obj;15161.7548828125;510.65472412109375;11276.70703125;5.078354358673096;20.4500732421875;1.733999490737915;;1.2216796875;23096824;m2;196074;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_06.obj;15161.5791015625;517.9701538085938;11395.796875;3.4090991020202637;163.5364990234375;-10.132414817810059;;1.9111328125;23096764;m2;196076;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_06.obj;15139.8583984375;518.2752075195312;11430.5185546875;5.133874893188477;297.2001953125;11.804019927978516;;1.587890625;23096767;m2;196076;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_06.obj;15167.873046875;519.9274291992188;11405.673828125;8.497937202453613;217.7776336669922;-1.7339997291564941;;1.5185546875;23096713;m2;196076;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_06.obj;15160.8017578125;510.5714111328125;11274.484375;1.7339996099472046;307.828857421875;-1.733999490737915;;1.529296875;23096716;m2;196076;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_06.obj;15166.123046875;519.19482421875;11400.9765625;-10.132414817810059;60.690338134765625;0.000001300950430049852;;1.3662109375;23096766;m2;196076;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_04.obj;15141.677734375;512.1224365234375;11210.21875;-11.804019927978516;179.60870361328125;-8.443163871765137;;1.0498046875;23096823;m2;196074;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_06.obj;15137.8779296875;516.7831420898438;11422.1962890625;-5.133873462677002;129.21414184570312;-11.8040189743042;;1.1484375;23096768;m2;196076;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_06.obj;15136.5361328125;511.00390625;11211.9375;8.443161964416504;304.33056640625;-1.6780784130096436;;1.1015625;23096715;m2;196076;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_06.obj;15132.865234375;516.5425415039062;11427.599609375;-13.455513000488281;67.01864624023438;-5.133873462677002;;1.056640625;23096765;m2;196076;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_06.obj;15136.115234375;517.1116333007812;11427.296875;-13.402571678161621;73.90725708007812;-5.133874416351318;;1.03125;23096712;m2;196076;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_05.obj;15176.7578125;512.9561767578125;11323.31640625;8.497939109802246;218.33792114257812;0;;1.806640625;23096725;m2;196075;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_05.obj;15136.552734375;516.7775268554688;11424.1904296875;11.804018020629883;243.29965209960938;1.6780788898468018;;1.71484375;23096754;m2;196075;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_05.obj;15111.744140625;514.1376342773438;11432.984375;-11.8040189743042;24.81884765625;1.7339993715286255;;1.66796875;23096730;m2;196075;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_05.obj;15163.8515625;519.1355590820312;11403.6103515625;-10.132414817810059;49.29718017578125;0;;1.572265625;23096752;m2;196075;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_05.obj;14981.044921875;512.7744750976562;11460.529296875;0;295.29949951171875;0;;1.6572265625;23096756;m2;196075;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_05.obj;15162.763671875;518.5007934570312;11399.1982421875;-5.078354358673096;359.23095703125;10.132414817810059;;1.900390625;23096729;m2;196075;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_05.obj;15158.9716796875;510.4490661621094;11268.63671875;0;59.8553466796875;0;;1.5390625;23096722;m2;196075;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_05.obj;14991.0810546875;512.7815551757812;11461.109375;0;112.74514770507812;-1.6780786514282227;;1.5380859375;23096757;m2;196075;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_05.obj;14970.9365234375;512.8294067382812;11463.54296875;0;323.1067810058594;0;;1.44921875;23096755;m2;196075;0;
..\..\world\expansion02\doodads\icecrown\rocks\icecrown_rock_05.obj;15112.380859375;515.24755859375;11439.7353515625;-8.44316291809082;85.48724365234375;-8.443161964416504;;1.6279296875;23096714;m2;196075;0;
