ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\expansion02\doodads\lakewintergrasp\waterfalls\wintergraspwaterfall-01.obj;12716.337890625;-51.95903396606445;12292.912109375;0;0.5;0;;1;23084207;m2;196112;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_scourge_04.obj;13235.125;328.81927490234375;12318.5556640625;-5.739031791687012;126.24738311767578;3.4328763484954834;;4.0693359375;23086593;m2;196110;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_scourge_04.obj;13099.322265625;339.6389465332031;12326.53515625;5.7872748374938965;126.49996948242188;5.259809494018555;;3.7890625;23083238;m2;196110;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree03.obj;12777.0791015625;-47.79697799682617;12237.8046875;1.7060390710830688;208.05128479003906;-1.7060390710830688;;0.5537109375;23097615;m2;196342;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_scourge_04.obj;13346.4775390625;345.12615966796875;12487.7109375;-4.570313453674316;323.2784423828125;9.464346885681152;;2.94921875;23091969;m2;196110;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_scourge_04.obj;13266.6298828125;335.8023681640625;12161.017578125;-7.404447555541992;29.06048583984375;-8.550077438354492;;2.7392578125;23088534;m2;196110;0;
..\..\world\expansion02\doodads\howlingfjord\fog\hfjord_fog_01.obj;13305.5615234375;332.0868225097656;12354.578125;0;46.5;0;;1.119140625;23094081;m2;195956;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_scourge_04.obj;13138.6513671875;343.7899475097656;12496.9169921875;4.504422187805176;199.836669921875;3.6396000385284424;;2.7392578125;23089265;m2;196110;0;
..\..\world\expansion02\doodads\howlingfjord\fog\hfjord_fog_01.obj;13236.486328125;325.6022033691406;12427.5810546875;0;336;0;;1.119140625;23094082;m2;195956;0;
..\..\world\expansion02\doodads\scholazar\trees\sholazarhugecanopy_tree03.obj;12827.048828125;-39.01882553100586;12210.796875;-1.707815408706665;199.20069885253906;1.7078156471252441;;0.48046875;23086472;m2;196342;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_03.obj;13413.802734375;358.39404296875;12234;-11.625143051147461;292.5;15.47347640991211;;1;23092149;m2;196105;0;
..\..\world\expansion02\doodads\lakewintergrasp\trees\wintergrasp_tree_scourge_04.obj;13229.5546875;346.1749572753906;12330.2353515625;-7.51170539855957;248.4175567626953;18.783100128173828;;2.2392578125;23083240;m2;196110;0;
