ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet;FileDataID
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-125.27647399902344;130.85089111328125;-17.280248641967773;0.9786520600318909;-0.06353148072957993;0.012662154622375965;0.19504758715629578;1.8718117475509644;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-68.66190338134766;34.505470275878906;4.648863315582275;0.823169469833374;-0.10247470438480377;-0.14465288817882538;-0.5394131541252136;0.4704904556274414;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-113.26543426513672;72.50294494628906;-6.8958892822265625;0.595730185508728;-0.04462786763906479;0.08890614658594131;0.7970003485679626;1.2754206657409668;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-102.75877380371094;131.38194274902344;-17.591928482055664;0.7748583555221558;0.007762594614177942;0.07988341152667999;0.6270190477371216;1.3813605308532715;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-118.28103637695312;84.40785217285156;-9.478225708007812;0.6502878665924072;-0.08983214944601059;-0.08850173652172089;-0.7491483688354492;1.134711742401123;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-124.9462890625;125.67806243896484;-16.605783462524414;0.4758896827697754;-0.030893422663211823;-0.05694010108709335;-0.8771159648895264;0.4237695038318634;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-59.26427459716797;115.6507339477539;-16.102933883666992;0.4544754922389984;-0.043113335967063904;-0.19221597909927368;-0.8687037825584412;0.6264243125915527;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-36.67655563354492;149.2226104736328;-19.675634384155273;-0.06428290158510208;0.004173120949417353;-0.06464658677577972;-0.9958268404006958;0.5531615018844604;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-58.19375991821289;94.57135772705078;-7.695009231567383;0.973542332649231;-0.18794918060302734;-0.10024165362119675;0.08271659165620804;0.9380422234535217;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-24.344436645507812;114.96675872802734;-17.247568130493164;-0.06665632128715515;0.04159720242023468;-0.04520336911082268;-0.9958831667900085;1.1843458414077759;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-109.96031951904297;68.68335723876953;-6.253772258758545;0.2518352270126343;-0.04169829189777374;-0.09031717479228973;-0.9626438021659851;1.7643671035766602;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-24.8244571685791;116.64430236816406;-17.4462833404541;-0.005382297560572624;0.03874318301677704;-0.047672197222709656;-0.9980968832969666;0.2950335443019867;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-80.60184478759766;35.27442932128906;2.7567291259765625;0.13743124902248383;0.0411488302052021;-0.17243048548698425;-0.9745189547538757;0.4188872277736664;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-63.30582809448242;36.54652786254883;4.64586877822876;0.6275598406791687;-0.14201617240905762;0.09077426791191101;0.760105311870575;0.9339637756347656;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;24.592893600463867;111.63291931152344;-17.646276473999023;-0.08711323142051697;0.1043873056769371;-0.07378280907869339;-0.9879629015922546;1.9197256565093994;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;24.50493621826172;117.35623931884766;-18.634061813354492;-0.15945474803447723;0.10952547937631607;-0.06591495126485825;-0.978894054889679;1.3337738513946533;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-97.66633605957031;40.49110412597656;-0.616655170917511;0.9806205630302429;-0.09581759572029114;-0.07414626330137253;0.1539631336927414;0.8034254312515259;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;29.588830947875977;87.01620483398438;-14.610569953918457;0.7482516765594482;-0.049871139228343964;-0.04538709670305252;0.6599790453910828;1.0748897790908813;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-92.62931060791016;79.6619873046875;-8.859540939331055;0.9885011911392212;-0.07083891332149506;-0.039671361446380615;-0.12756727635860443;0.30443859100341797;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-84.22794342041016;85.8091812133789;-9.502480506896973;0.9867517352104187;-0.14458371698856354;-0.020162193104624748;-0.07078159600496292;0.5205219388008118;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;32.572269439697266;80.31745910644531;-13.724231719970703;0.8781604170799255;-0.016092466190457344;-0.07586785405874252;-0.47203752398490906;0.3852872848510742;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-53.71110534667969;72.5127182006836;-1.427990436553955;0.04955277964472771;0.11847071349620819;-0.04255647957324982;-0.9908068180084229;0.7990527153015137;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-86.03141021728516;36.22493362426758;1.6880849599838257;0.7025610208511353;-0.07238925248384476;-0.16181877255439758;-0.6891897320747375;1.397633671760559;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-110.93101501464844;73.6789321899414;-7.212556838989258;-0.1952129304409027;0.002069849753752351;-0.09945692121982574;-0.9757028222084045;0.5000873804092407;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-49.972320556640625;75.86628723144531;-0.4461754858493805;0.4655609130859375;0.12722474336624146;-0.11183406412601471;-0.8686541318893433;0.5376286506652832;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-8.97543716430664;57.49897003173828;-10.006600379943848;0.9960883855819702;-0.031051073223352432;0.08242315798997879;-0.007081382907927036;1.1789641380310059;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-52.473392486572266;80.12377166748047;-1.651431679725647;0.5902213454246521;-0.15514878928661346;-0.06798423826694489;0.7892690896987915;0.492840975522995;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-7.273763179779053;57.28766632080078;-10.329578399658203;0.9477342367172241;-0.056811343878507614;0.08749783039093018;-0.3015235364437103;0.29742369055747986;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;3.721999406814575;50.53250503540039;-8.726998329162598;0.5207168459892273;-0.015920575708150864;-0.17224155366420746;-0.8360223174095154;0.6144295930862427;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmalla.obj;-30.24909210205078;66.571533203125;4.2322235107421875;0.9067776799201965;-0.06159093230962753;-0.0711066946387291;0.41098007559776306;0.9720877408981323;Set_$DefaultGlobal;196299
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmallb.obj;9.072446823120117;3.1856701374053955;-0.7636210322380066;0.8454710841178894;-0.06585798412561417;-0.0009027738124132156;0.5299439430236816;0.9379426836967468;Set_$DefaultGlobal;196300
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmallb.obj;11.923907279968262;6.799731254577637;-1.0309584140777588;0.719852864742279;-0.08251136541366577;0.02829352207481861;0.6886240839958191;1.5054614543914795;Set_$DefaultGlobal;196300
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmallb.obj;-28.712549209594727;34.14740753173828;9.010296821594238;-0.05341554060578346;0.025049492716789246;-0.21391910314559937;-0.9750681519508362;0.6641970276832581;Set_$DefaultGlobal;196300
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmallb.obj;-53.353675842285156;32.89805603027344;6.945041179656982;-0.1628861278295517;0.07751882821321487;-0.14966429769992828;-0.9721417427062988;1.350989818572998;Set_$DefaultGlobal;196300
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmallb.obj;-112.25177764892578;75.54512023925781;-7.536694049835205;-0.3789885640144348;0.021037118509411812;-0.09616043418645859;-0.9201512336730957;0.7625846266746521;Set_$DefaultGlobal;196300
..\..\..\expansion02\doodads\scholazar\rocks\sholazar_rocksmallb.obj;-12.609843254089355;12.848243713378906;-2.425828695297241;0.6221199035644531;-0.03951290622353554;0.10141453146934509;0.7753196954727173;1.6273549795150757;Set_$DefaultGlobal;196300
