ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet;FileDataID
..\..\..\generic\passivedoodads\particleemitters\blacksmith_smoke.obj;48.6675910949707;-5.415060043334961;62.396240234375;1;0;0;0;1;Set_$DefaultGlobal;199929
..\..\..\generic\passivedoodads\particleemitters\blacksmith_smoke.obj;-80.6762466430664;-29.09261131286621;6.589323043823242;1;0;0;0;1;Set_$DefaultGlobal;199929
..\..\..\generic\passivedoodads\particleemitters\blacksmith_smoke.obj;-40.019996643066406;-62.5369758605957;81.090576171875;1;0;0;0;2.4512500762939453;Set_$DefaultGlobal;199929
..\..\..\generic\passivedoodads\particleemitters\blacksmith_smoke.obj;-4.524929523468018;-59.4767951965332;75.28057861328125;1;0;0;0;2.4512500762939453;Set_$DefaultGlobal;199929
..\..\..\generic\passivedoodads\particleemitters\blacksmith_smoke.obj;3.089826822280884;-28.3701229095459;94.53678131103516;1;0;0;0;2.4512500762939453;Set_$DefaultGlobal;199929
..\..\..\generic\passivedoodads\particleemitters\blacksmith_smoke.obj;15.258061408996582;74.18533325195312;49.487911224365234;1;0;0;0;2.4512500762939453;Set_$DefaultGlobal;199929
..\..\..\lordaeron\stratholme\passivedoodads\fx\stratholmesmokeemitter.obj;57.96044158935547;72.73220825195312;38.43144226074219;1;0;0;0;1;Set_$DefaultGlobal;204058
..\..\..\lordaeron\stratholme\passivedoodads\fx\stratholmesmokeemitter.obj;93.50373840332031;-44.40920639038086;4.967624187469482;1;0;0;0;1;Set_$DefaultGlobal;204058
..\..\..\generic\human\passivedoodads\crates\replacecrate03.obj;-29.723426818847656;-44.83149719238281;70.5008773803711;0.7630523443222046;0;0;-0.6463366746902466;2.0612258911132812;Set_$DefaultGlobal;198167
..\..\..\azeroth\westfall\passivedoodads\barrel\westfallbarrel01.obj;-54.56509017944336;-29.37195587158203;65.40031433105469;-0.208597332239151;0;0;-0.978001594543457;1.63656485080719;Set_$DefaultGlobal;190535
..\..\..\azeroth\westfall\passivedoodads\barrel\westfallbarrel01.obj;-53.00283432006836;-29.63269805908203;65.40031433105469;0.5953861474990845;0;0;0.8034396767616272;1.636565089225769;Set_$DefaultGlobal;190535
..\..\..\azeroth\westfall\passivedoodads\barrel\westfallbarrel01.obj;-49.85122299194336;-26.143491744995117;65.40031433105469;0.5953861474990845;0;0;0.8034396767616272;1.636565089225769;Set_$DefaultGlobal;190535
..\..\..\azeroth\westfall\passivedoodads\barrel\westfallbarrel01.obj;-51.41347885131836;-25.88280487060547;65.40031433105469;-0.208597332239151;0;0;-0.978001594543457;1.63656485080719;Set_$DefaultGlobal;190535
..\..\..\azeroth\westfall\passivedoodads\barrel\westfallbarrel01.obj;-50.74721908569336;-26.438901901245117;67.01258087158203;0.19868093729019165;0;0;-0.9800642132759094;1.63656485080719;Set_$DefaultGlobal;190535
..\..\..\azeroth\westfall\passivedoodads\barrel\westfallbarrel01.obj;-50.9951057434082;-27.420076370239258;65.40031433105469;0.19012083113193512;0;0;-0.9817606806755066;1.6365653276443481;Set_$DefaultGlobal;190535
..\..\..\generic\human\passivedoodads\crates\stormwindcrate01.obj;-50.81598663330078;-29.46201515197754;65.37969207763672;0.9885287880897522;0;0;0.1510324478149414;1.8000000715255737;Set_$DefaultGlobal;198168
..\..\..\generic\human\passivedoodads\crates\stormwindcrate01.obj;-53.57279586791992;-27.015182495117188;65.4000473022461;0.9428752660751343;0;0;0.3331459164619446;1.8000000715255737;Set_$DefaultGlobal;198168
..\..\..\generic\passivedoodads\barrel\brokenbarrel02.obj;-54.50101852416992;-32.66546630859375;65.47025299072266;-0.057392679154872894;0;0;-0.9983516931533813;1.6476191282272339;Set_$DefaultGlobal;199567
..\..\..\azeroth\westfall\passivedoodads\barrel\westfallbarrel01.obj;-53.89883041381836;-29.92805290222168;67.01258087158203;0.19868093729019165;0;0;-0.9800642132759094;1.63656485080719;Set_$DefaultGlobal;190535
..\..\..\generic\human\passivedoodads\crates\replacecrate03.obj;-53.57778549194336;-27.00243377685547;68.73876190185547;0.590744137763977;0;0;-0.8068589568138123;1.8000003099441528;Set_$DefaultGlobal;198167
..\..\..\generic\human\passivedoodads\crates\replacecrate03.obj;-53.57778549194336;-27.00243377685547;67.62617492675781;0.8406595587730408;0;0;-0.5415639281272888;1.800000548362732;Set_$DefaultGlobal;198167
..\..\..\azeroth\westfall\passivedoodads\barrel\westfallbarrel01.obj;-54.1467170715332;-30.90928077697754;65.40031433105469;0.19012083113193512;0;0;-0.9817606806755066;1.6365653276443481;Set_$DefaultGlobal;190535
..\..\..\generic\passivedoodads\barrel\brokenbarrel01.obj;-53.77045440673828;-23.1658992767334;65.47025299072266;0.7766892910003662;0;0;0.629883885383606;1.6476192474365234;Set_$DefaultGlobal;199566
..\..\..\lordaeron\plagueland\passivedoodads\plaguedwagons\plaguewagon.obj;-48.78902053833008;-35.41356658935547;65.4504165649414;0.9507482647895813;0;0;-0.3099640905857086;2.0189085006713867;Set_$DefaultGlobal;203754
..\..\..\lordaeron\plagueland\passivedoodads\cages\plaugelandscage01.obj;-46.562896728515625;-18.654827117919922;65.29824829101562;0.9962232708930969;0;0;-0.0868285596370697;3.413329601287842;Set_$DefaultGlobal;203737
..\..\..\lordaeron\plagueland\passivedoodads\cages\plaugelandscage01.obj;-42.736793518066406;-11.406484603881836;65.29824829101562;0.9452509880065918;0;0;-0.32634422183036804;3.4133293628692627;Set_$DefaultGlobal;203737
..\..\..\lordaeron\plagueland\passivedoodads\cages\plaugelandscage01.obj;-13.371615409851074;-8.9646577835083;65.29824829101562;0.49304404854774475;0;0;-0.8700043559074402;3.413329839706421;Set_$DefaultGlobal;203737
